Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-08-31	Tammela	Etelä-Häme (EH)	Suomi	60.67999	23.8354		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2025-08-30	Aura	Varsinais-Suomi (V)	Suomi	60.61346	22.52632		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-10-26	Mikkeli	Etelä-Savo (ES)	Suomi	61.45939	27.3777		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-10-08	Tuusula	Uusimaa (U)	Suomi	60.39362	25.04384		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-10-05	Taivassalo	Varsinais-Suomi (V)	Suomi	60.55364	21.62886		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-25	Pudasjärvi	Oulun Pohjanmaa (OP)	Suomi	65.62633	27.41639		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	X	2024-09-22 [12:53-14:14]	Raasepori	Varsinais-Suomi (V)	Suomi	60.041902	23.708689	Sure	NEUTRAL	Noteworthy macrofungi - complete lists
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	2	2024-09-20	Närpiö	Etelä-Pohjanmaa (EP)	Suomi	62.375184	21.43472	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-16	Hämeenlinna	Etelä-Häme (EH)	Suomi	60.99602	24.410822	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-14	Joensuu	Pohjois-Karjala (PK)	Suomi	62.58248	29.73077		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	X	2024-09-14 [8:04-9:22]	Raasepori	Varsinais-Suomi (V)	Suomi	60.041719	23.708709	Sure	NEUTRAL	Noteworthy macrofungi - complete lists
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	10	2024-09-13	Rovaniemi	Perä-Pohjanmaa (PeP)	Suomi	66.666254	26.031709		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	10	2024-09-13	Rovaniemi	Perä-Pohjanmaa (PeP)	Suomi	66.666254	26.031709		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-13	Inkoo	Uusimaa (U)	Suomi	60.06343	23.86673		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-13	Vöyri	Etelä-Pohjanmaa (EP)	Suomi	63.16875	22.24533		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	10	2024-09-09	Rovaniemi	Perä-Pohjanmaa (PeP)	Suomi	66.461538	25.805602	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	10-18kpl	2024-09-08	Siikajoki	Keski-Pohjanmaa (KP)	Suomi	64.529897	25.200058		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	10-15kpl	2024-09-07	Siikajoki	Keski-Pohjanmaa (KP)	Suomi	64.49994	25.171679		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-07	Pedersören kunta	Keski-Pohjanmaa (KP)	Suomi	63.53794	22.87682		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-06	Iisalmi	Pohjois-Savo (PS)	Suomi	63.65122	27.18464		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-03	Vaasa	Etelä-Pohjanmaa (EP)	Suomi	63.102056	21.763857		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	Kymmeniä	2024-09-03	Pori	Satakunta (St)	Suomi	61.458447	21.781955		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-09-02	Loppi	Etelä-Häme (EH)	Suomi	60.66412	24.325606	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	N. 10kpl	2024-08-31	Utajärvi	Oulun Pohjanmaa (OP)	Suomi	64.571703	26.483693		NEUTRAL	Löydös Open Finnish Observation Database
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-08-31	Suomussalmi	Kainuu (Kn)	Suomi	64.64006	29.95821		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-08-25	Tampere	Etelä-Häme (EH)	Suomi	61.51919	23.85578		NEUTRAL	iNaturalist Suomi Finland
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-08-25 [10:23-11:39]	Teuva	Etelä-Pohjanmaa (EP)	Suomi	62.481276	21.635679	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)	Muutama	2024-08-24	Heinola	Etelä-Häme (EH)	Suomi	61.20071	26.080597	Sure	NEUTRAL	The Atlas of Finnish Fungi
mustavahakas (fi) — Hygrophorus camarophyllus	mustavahakas (fi)		2024-08-12	Maalahti	Etelä-Pohjanmaa (EP)	Suomi	62.972514	21.505067	Sure	NEUTRAL	The Atlas of Finnish Fungi
