Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-20	Heinola	Etelä-Häme (EH)	Suomi	61.12464	26.01477		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-19	Vaasa	Etelä-Pohjanmaa (EP)	Suomi	63.057219	21.697784	Sure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-13 [9:34-10:29]	Helsinki	Uusimaa (U)	Suomi	60.24389	25.201527	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-13 [9:34-10:29]	Helsinki	Uusimaa (U)	Suomi	60.24389	25.201527	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-13	Vaasa	Etelä-Pohjanmaa (EP)	Suomi	63.099941	21.740652	Sure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-11	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.27325	25.66614		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-11	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.27325	25.66614		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-11	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.220636	25.149249	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-10	Hämeenlinna	Etelä-Häme (EH)	Suomi	61.193981	25.137856	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-09	Vaasa	Etelä-Pohjanmaa (EP)	Suomi	63.05838	21.696365	Sure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-08	Tammela	Etelä-Häme (EH)	Suomi	60.778474	23.629551	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-07	Rautjärvi	Etelä-Savo (ES)	Suomi	61.398369	29.285626	Sure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-07	Lieto	Varsinais-Suomi (V)	Suomi	60.58167	22.43307		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-06	Turku	Varsinais-Suomi (V)	Suomi	60.5511	22.30038		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-06 [19:37]	Tampere	Etelä-Häme (EH)	Suomi	61.465762	23.811763	Sure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-05	Helsinki	Uusimaa (U)	Suomi	60.17539	25.02862		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-05	Hyvinkää	Uusimaa (U)	Suomi	60.66028	24.89615		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-04 - 2025-09-06	Vantaa	Uusimaa (U)	Suomi	60.292442	24.820996	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)	Kymmeniä	2025-09-04	Hämeenkyrö	Satakunta (St)	Suomi	61.670865	23.146791	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-04	Oulu	Oulun Pohjanmaa (OP)	Suomi	65.00186	25.86437		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-04	Oulu	Oulun Pohjanmaa (OP)	Suomi	65.00204	25.86543		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-04	Oulu	Oulun Pohjanmaa (OP)	Suomi	65.00158	25.86366		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-04	Oulu	Oulun Pohjanmaa (OP)	Suomi	65.00185	25.86643		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-04	Oulu	Oulun Pohjanmaa (OP)	Suomi	65.00151	25.86376		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-03 [19:39]	Riihimäki	Etelä-Häme (EH)	Suomi	60.762483	24.775196	Subspecies unsure	NEUTRAL	Notebook, general observations
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-02	Hanko	Uusimaa (U)	Suomi	59.855	23.073196	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-09-02	Vantaa	Uusimaa (U)	Suomi	60.33553	25.02811		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-31	Helsinki	Uusimaa (U)	Suomi	60.23474	25.14033		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-31	Kirkkonummi	Uusimaa (U)	Suomi	60.28816	24.45478		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-31	Hanko	Uusimaa (U)	Suomi	59.904206	23.193542	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-30	Tammela	Etelä-Häme (EH)	Suomi	60.87537	23.75256		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-30	Espoo	Uusimaa (U)	Suomi	60.114296	24.713193	Sure	NEUTRAL	The Atlas of Finnish Fungi
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-28	Kontiolahti	Pohjois-Karjala (PK)	Suomi	62.70894	29.7505		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-27	Hämeenlinna	Etelä-Häme (EH)	Suomi	60.82557	24.41544		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-26	Jyväskylä	Pohjois-Häme (PH)	Suomi	62.26321	25.70161		NEUTRAL	iNaturalist Suomi Finland
sikurirousku (fi) — Lactarius camphoratus	sikurirousku (fi)		2025-08-26	Hollola	Etelä-Häme (EH)	Suomi	61.042554	25.473924	Sure	NEUTRAL	The Atlas of Finnish Fungi
