Species	Vernacular name	Number	Time	Municipality	Biogeographical Province	Country	WGS84 N	WGS84 E	The stated certainty of the observation	Observation Reliability	Collection
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	5	2025-05-23 [18:00]	Hamina	Etelä-Karjala (EK)	Suomi	60.809714	27.34354	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	1	2025-05-23 [20:30] - 2025-05-25 [16:12]	Asikkala	Etelä-Häme (EH)	Suomi	61.16876	25.870883	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	2 itiöemää	2025-05-22 [7:16-16:24]	Virolahti	Etelä-Karjala (EK)	Suomi	60.568241	27.695256	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-22 [14:30-21:17]	Turku	Varsinais-Suomi (V)	Suomi	60.451754	22.342524	Sure	NEUTRAL	The Atlas of Finnish Fungi
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-22	Kuopio	Pohjois-Savo (PS)	Suomi	62.9384	28.03034		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-22	Turku	Varsinais-Suomi (V)	Suomi	60.51904	22.28026		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-20	Kouvola	Etelä-Savo (ES)	Suomi	61.192715	26.86219	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-20	Kustavi	Varsinais-Suomi (V)	Suomi	60.51485	21.25773		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-19	Kemiönsaari	Varsinais-Suomi (V)	Suomi	60.07029	22.51553		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-19	Sipoo	Uusimaa (U)	Suomi	60.44749	25.30569		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-19	Hyvinkää	Uusimaa (U)	Suomi	60.539149	24.646887	Sure	NEUTRAL	The Atlas of Finnish Fungi
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-18	Kangasniemi, Mikkeli	Etelä-Savo (ES), Pohjois-Savo (PS)	Suomi	61.9	27.1		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-18	Mäntyharju	Etelä-Savo (ES)	Suomi	61.51397	26.40985		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	2	2025-05-18	Kustavi	Varsinais-Suomi (V)	Suomi	60.593774	21.389396	Sure	NEUTRAL	The Atlas of Finnish Fungi
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-18	Mäntyharju	Etelä-Savo (ES)	Suomi	61.28259	26.80226		COMMUNITY_VERIFIED	iNaturalist Suomi Finland
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)		2025-05-18	Vihti	Varsinais-Suomi (V)	Suomi	60.52752	24.553585	Sure	NEUTRAL	The Atlas of Finnish Fungi
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	>10	2025-05-18 [19:18]	Tammela	Etelä-Häme (EH)	Suomi	60.770886	23.827842	Sure	NEUTRAL	Notebook, general observations
korvasieni (fi) — Gyromitra esculenta	korvasieni (fi)	2	2025-05-18 [16:46]	Tammela	Etelä-Häme (EH)	Suomi	60.736796	24.030835	Sure	NEUTRAL	Notebook, general observations
